"","Var1","Var2","Freq","Host","Site"
"782","E10-QM2r-2-2621915","OTU1647",0,"Quercus","mixed"
"783","F8-J3r-2-2621850","OTU1647",0,"Juniperus","perturbated"
"784","F10-QM1r-2-2621916","OTU1647",0,"Quercus","mixed"
"785","G8-J2r-2-2621901","OTU1647",0,"Juniperus","perturbated"
"786","G10-Q6r-2-2621917","OTU1647",0,"Quercus","native"
"787","H8-J1r-2-2621902","OTU1647",0,"Juniperus","perturbated"
"788","H10-Q5r-2-2621918","OTU1647",1,"Quercus","native"
"789","A3-J6r-2-2621805","OTU1647",0,"Juniperus","perturbated"
"790","B3-JM3r-2-2621806","OTU1647",0,"Juniperus","mixed"
"791","C3-JM4r-2-2621807","OTU1647",0,"Juniperus","mixed"
"792","D3-JM6r-2-2621808","OTU1647",1,"Juniperus","mixed"
"793","A8-JM2r-2-2621845","OTU1664",0,"Juniperus","mixed"
"794","A9-Q4r-2-2621903","OTU1664",0,"Quercus","native"
"795","A10-QM6r-2-2621911","OTU1664",0,"Quercus","mixed"
"796","B8-JM1r-2-2621846","OTU1664",0,"Juniperus","mixed"
"797","B9-Q3r-2-2621904","OTU1664",0,"Quercus","native"
"798","B10-QM5r-2-2621912","OTU1664",0,"Quercus","mixed"
"799","C9-Q2r-2-2621905","OTU1664",0,"Quercus","native"
"800","C10-QM4r-2-2621913","OTU1664",0,"Quercus","mixed"
"801","D8-J5r-2-2621848","OTU1664",0,"Juniperus","perturbated"
"802","D9-Q1r-2-2621906","OTU1664",0,"Quercus","native"
"803","D10-QM3r-2-2621914","OTU1664",0,"Quercus","mixed"
"804","E8-J4r-2-2621849","OTU1664",1,"Juniperus","perturbated"
"805","E9-JM5r-2-2621907","OTU1664",0,"Juniperus","mixed"
"806","E10-QM2r-2-2621915","OTU1664",0,"Quercus","mixed"
"807","F8-J3r-2-2621850","OTU1664",0,"Juniperus","perturbated"
"808","F10-QM1r-2-2621916","OTU1664",0,"Quercus","mixed"
"809","G8-J2r-2-2621901","OTU1664",1,"Juniperus","perturbated"
"810","G10-Q6r-2-2621917","OTU1664",1,"Quercus","native"
"811","H8-J1r-2-2621902","OTU1664",0,"Juniperus","perturbated"
"812","H10-Q5r-2-2621918","OTU1664",0,"Quercus","native"
"813","A3-J6r-2-2621805","OTU1664",0,"Juniperus","perturbated"
"814","B3-JM3r-2-2621806","OTU1664",1,"Juniperus","mixed"
"815","C3-JM4r-2-2621807","OTU1664",0,"Juniperus","mixed"
"816","D3-JM6r-2-2621808","OTU1664",0,"Juniperus","mixed"
"817","A8-JM2r-2-2621845","OTU1668",0,"Juniperus","mixed"
"818","A9-Q4r-2-2621903","OTU1668",0,"Quercus","native"
"819","A10-QM6r-2-2621911","OTU1668",0,"Quercus","mixed"
"820","B8-JM1r-2-2621846","OTU1668",0,"Juniperus","mixed"
"821","B9-Q3r-2-2621904","OTU1668",0,"Quercus","native"
"822","B10-QM5r-2-2621912","OTU1668",0,"Quercus","mixed"
"823","C9-Q2r-2-2621905","OTU1668",0,"Quercus","native"
"824","C10-QM4r-2-2621913","OTU1668",0,"Quercus","mixed"
"825","D8-J5r-2-2621848","OTU1668",0,"Juniperus","perturbated"
"826","D9-Q1r-2-2621906","OTU1668",0,"Quercus","native"
"827","D10-QM3r-2-2621914","OTU1668",0,"Quercus","mixed"
"828","E8-J4r-2-2621849","OTU1668",0,"Juniperus","perturbated"
"829","E9-JM5r-2-2621907","OTU1668",0,"Juniperus","mixed"
"830","E10-QM2r-2-2621915","OTU1668",0,"Quercus","mixed"
"831","F8-J3r-2-2621850","OTU1668",0,"Juniperus","perturbated"
"832","F10-QM1r-2-2621916","OTU1668",0,"Quercus","mixed"
"833","G8-J2r-2-2621901","OTU1668",0,"Juniperus","perturbated"
"834","G10-Q6r-2-2621917","OTU1668",0,"Quercus","native"
"835","H8-J1r-2-2621902","OTU1668",0,"Juniperus","perturbated"
"836","H10-Q5r-2-2621918","OTU1668",0,"Quercus","native"
"837","A3-J6r-2-2621805","OTU1668",0,"Juniperus","perturbated"
"838","B3-JM3r-2-2621806","OTU1668",1,"Juniperus","mixed"
"839","C3-JM4r-2-2621807","OTU1668",0,"Juniperus","mixed"
"840","D3-JM6r-2-2621808","OTU1668",1,"Juniperus","mixed"
"841","A8-JM2r-2-2621845","OTU1683",0,"Juniperus","mixed"
"842","A9-Q4r-2-2621903","OTU1683",0,"Quercus","native"
"843","A10-QM6r-2-2621911","OTU1683",0,"Quercus","mixed"
"844","B8-JM1r-2-2621846","OTU1683",0,"Juniperus","mixed"
"845","B9-Q3r-2-2621904","OTU1683",0,"Quercus","native"
"846","B10-QM5r-2-2621912","OTU1683",0,"Quercus","mixed"
"847","C9-Q2r-2-2621905","OTU1683",0,"Quercus","native"
"848","C10-QM4r-2-2621913","OTU1683",0,"Quercus","mixed"
"849","D8-J5r-2-2621848","OTU1683",0,"Juniperus","perturbated"
"850","D9-Q1r-2-2621906","OTU1683",0,"Quercus","native"
"851","D10-QM3r-2-2621914","OTU1683",0,"Quercus","mixed"
"852","E8-J4r-2-2621849","OTU1683",0,"Juniperus","perturbated"
"853","E9-JM5r-2-2621907","OTU1683",0,"Juniperus","mixed"
"854","E10-QM2r-2-2621915","OTU1683",0,"Quercus","mixed"
"855","F8-J3r-2-2621850","OTU1683",0,"Juniperus","perturbated"
"856","F10-QM1r-2-2621916","OTU1683",0,"Quercus","mixed"
"857","G8-J2r-2-2621901","OTU1683",0,"Juniperus","perturbated"
"858","G10-Q6r-2-2621917","OTU1683",1,"Quercus","native"
"859","H8-J1r-2-2621902","OTU1683",0,"Juniperus","perturbated"
"860","H10-Q5r-2-2621918","OTU1683",0,"Quercus","native"
"861","A3-J6r-2-2621805","OTU1683",0,"Juniperus","perturbated"
"862","B3-JM3r-2-2621806","OTU1683",0,"Juniperus","mixed"
"863","C3-JM4r-2-2621807","OTU1683",0,"Juniperus","mixed"
"864","D3-JM6r-2-2621808","OTU1683",0,"Juniperus","mixed"
"865","A8-JM2r-2-2621845","OTU1684",0,"Juniperus","mixed"
"866","A9-Q4r-2-2621903","OTU1684",1,"Quercus","native"
"867","A10-QM6r-2-2621911","OTU1684",0,"Quercus","mixed"
"868","B8-JM1r-2-2621846","OTU1684",1,"Juniperus","mixed"
"869","B9-Q3r-2-2621904","OTU1684",0,"Quercus","native"
"870","B10-QM5r-2-2621912","OTU1684",0,"Quercus","mixed"
"871","C9-Q2r-2-2621905","OTU1684",0,"Quercus","native"
"872","C10-QM4r-2-2621913","OTU1684",0,"Quercus","mixed"
"873","D8-J5r-2-2621848","OTU1684",0,"Juniperus","perturbated"
"874","D9-Q1r-2-2621906","OTU1684",0,"Quercus","native"
"875","D10-QM3r-2-2621914","OTU1684",0,"Quercus","mixed"
"876","E8-J4r-2-2621849","OTU1684",0,"Juniperus","perturbated"
"877","E9-JM5r-2-2621907","OTU1684",0,"Juniperus","mixed"
"878","E10-QM2r-2-2621915","OTU1684",0,"Quercus","mixed"
"879","F8-J3r-2-2621850","OTU1684",0,"Juniperus","perturbated"
"880","F10-QM1r-2-2621916","OTU1684",0,"Quercus","mixed"
"881","G8-J2r-2-2621901","OTU1684",0,"Juniperus","perturbated"
"882","G10-Q6r-2-2621917","OTU1684",0,"Quercus","native"
"883","H8-J1r-2-2621902","OTU1684",1,"Juniperus","perturbated"
"884","H10-Q5r-2-2621918","OTU1684",0,"Quercus","native"
"885","A3-J6r-2-2621805","OTU1684",0,"Juniperus","perturbated"
"886","B3-JM3r-2-2621806","OTU1684",0,"Juniperus","mixed"
"887","C3-JM4r-2-2621807","OTU1684",0,"Juniperus","mixed"
"888","D3-JM6r-2-2621808","OTU1684",0,"Juniperus","mixed"
"889","A8-JM2r-2-2621845","OTU1767",0,"Juniperus","mixed"
"890","A9-Q4r-2-2621903","OTU1767",0,"Quercus","native"
"891","A10-QM6r-2-2621911","OTU1767",0,"Quercus","mixed"
"892","B8-JM1r-2-2621846","OTU1767",0,"Juniperus","mixed"
"893","B9-Q3r-2-2621904","OTU1767",0,"Quercus","native"
"894","B10-QM5r-2-2621912","OTU1767",0,"Quercus","mixed"
"895","C9-Q2r-2-2621905","OTU1767",0,"Quercus","native"
"896","C10-QM4r-2-2621913","OTU1767",0,"Quercus","mixed"
"897","D8-J5r-2-2621848","OTU1767",0,"Juniperus","perturbated"
"898","D9-Q1r-2-2621906","OTU1767",0,"Quercus","native"
"899","D10-QM3r-2-2621914","OTU1767",0,"Quercus","mixed"
"900","E8-J4r-2-2621849","OTU1767",1,"Juniperus","perturbated"
"901","E9-JM5r-2-2621907","OTU1767",0,"Juniperus","mixed"
"902","E10-QM2r-2-2621915","OTU1767",0,"Quercus","mixed"
"903","F8-J3r-2-2621850","OTU1767",0,"Juniperus","perturbated"
"904","F10-QM1r-2-2621916","OTU1767",0,"Quercus","mixed"
"905","G8-J2r-2-2621901","OTU1767",0,"Juniperus","perturbated"
"906","G10-Q6r-2-2621917","OTU1767",0,"Quercus","native"
"907","H8-J1r-2-2621902","OTU1767",0,"Juniperus","perturbated"
"908","H10-Q5r-2-2621918","OTU1767",0,"Quercus","native"
"909","A3-J6r-2-2621805","OTU1767",0,"Juniperus","perturbated"
"910","B3-JM3r-2-2621806","OTU1767",0,"Juniperus","mixed"
"911","C3-JM4r-2-2621807","OTU1767",0,"Juniperus","mixed"
"912","D3-JM6r-2-2621808","OTU1767",0,"Juniperus","mixed"
"913","A8-JM2r-2-2621845","OTU1840",0,"Juniperus","mixed"
"914","A9-Q4r-2-2621903","OTU1840",0,"Quercus","native"
"915","A10-QM6r-2-2621911","OTU1840",0,"Quercus","mixed"
"916","B8-JM1r-2-2621846","OTU1840",1,"Juniperus","mixed"
"917","B9-Q3r-2-2621904","OTU1840",0,"Quercus","native"
"918","B10-QM5r-2-2621912","OTU1840",0,"Quercus","mixed"
"919","C9-Q2r-2-2621905","OTU1840",0,"Quercus","native"
"920","C10-QM4r-2-2621913","OTU1840",0,"Quercus","mixed"
"921","D8-J5r-2-2621848","OTU1840",0,"Juniperus","perturbated"
"922","D9-Q1r-2-2621906","OTU1840",0,"Quercus","native"
"923","D10-QM3r-2-2621914","OTU1840",0,"Quercus","mixed"
"924","E8-J4r-2-2621849","OTU1840",0,"Juniperus","perturbated"
"925","E9-JM5r-2-2621907","OTU1840",0,"Juniperus","mixed"
"926","E10-QM2r-2-2621915","OTU1840",0,"Quercus","mixed"
"927","F8-J3r-2-2621850","OTU1840",0,"Juniperus","perturbated"
"928","F10-QM1r-2-2621916","OTU1840",0,"Quercus","mixed"
"929","G8-J2r-2-2621901","OTU1840",0,"Juniperus","perturbated"
"930","G10-Q6r-2-2621917","OTU1840",0,"Quercus","native"
"931","H8-J1r-2-2621902","OTU1840",1,"Juniperus","perturbated"
"932","H10-Q5r-2-2621918","OTU1840",0,"Quercus","native"
"933","A3-J6r-2-2621805","OTU1840",0,"Juniperus","perturbated"
"934","B3-JM3r-2-2621806","OTU1840",1,"Juniperus","mixed"
"935","C3-JM4r-2-2621807","OTU1840",0,"Juniperus","mixed"
"936","D3-JM6r-2-2621808","OTU1840",1,"Juniperus","mixed"
"937","A8-JM2r-2-2621845","OTU1877",0,"Juniperus","mixed"
"938","A9-Q4r-2-2621903","OTU1877",0,"Quercus","native"
"939","A10-QM6r-2-2621911","OTU1877",0,"Quercus","mixed"
"940","B8-JM1r-2-2621846","OTU1877",0,"Juniperus","mixed"
"941","B9-Q3r-2-2621904","OTU1877",0,"Quercus","native"
"942","B10-QM5r-2-2621912","OTU1877",0,"Quercus","mixed"
"943","C9-Q2r-2-2621905","OTU1877",0,"Quercus","native"
"944","C10-QM4r-2-2621913","OTU1877",0,"Quercus","mixed"
"945","D8-J5r-2-2621848","OTU1877",0,"Juniperus","perturbated"
"946","D9-Q1r-2-2621906","OTU1877",0,"Quercus","native"
"947","D10-QM3r-2-2621914","OTU1877",0,"Quercus","mixed"
"948","E8-J4r-2-2621849","OTU1877",1,"Juniperus","perturbated"
"949","E9-JM5r-2-2621907","OTU1877",0,"Juniperus","mixed"
"950","E10-QM2r-2-2621915","OTU1877",0,"Quercus","mixed"
"951","F8-J3r-2-2621850","OTU1877",0,"Juniperus","perturbated"
"952","F10-QM1r-2-2621916","OTU1877",0,"Quercus","mixed"
"953","G8-J2r-2-2621901","OTU1877",0,"Juniperus","perturbated"
"954","G10-Q6r-2-2621917","OTU1877",0,"Quercus","native"
"955","H8-J1r-2-2621902","OTU1877",0,"Juniperus","perturbated"
"956","H10-Q5r-2-2621918","OTU1877",0,"Quercus","native"
"957","A3-J6r-2-2621805","OTU1877",0,"Juniperus","perturbated"
"958","B3-JM3r-2-2621806","OTU1877",1,"Juniperus","mixed"
"959","C3-JM4r-2-2621807","OTU1877",0,"Juniperus","mixed"
"960","D3-JM6r-2-2621808","OTU1877",0,"Juniperus","mixed"
"961","A8-JM2r-2-2621845","OTU1899",0,"Juniperus","mixed"
"962","A9-Q4r-2-2621903","OTU1899",0,"Quercus","native"
"963","A10-QM6r-2-2621911","OTU1899",0,"Quercus","mixed"
"964","B8-JM1r-2-2621846","OTU1899",1,"Juniperus","mixed"
"965","B9-Q3r-2-2621904","OTU1899",0,"Quercus","native"
"966","B10-QM5r-2-2621912","OTU1899",0,"Quercus","mixed"
"967","C9-Q2r-2-2621905","OTU1899",0,"Quercus","native"
"968","C10-QM4r-2-2621913","OTU1899",0,"Quercus","mixed"
"969","D8-J5r-2-2621848","OTU1899",0,"Juniperus","perturbated"
"970","D9-Q1r-2-2621906","OTU1899",0,"Quercus","native"
"971","D10-QM3r-2-2621914","OTU1899",0,"Quercus","mixed"
"972","E8-J4r-2-2621849","OTU1899",0,"Juniperus","perturbated"
"973","E9-JM5r-2-2621907","OTU1899",1,"Juniperus","mixed"
"974","E10-QM2r-2-2621915","OTU1899",0,"Quercus","mixed"
"975","F8-J3r-2-2621850","OTU1899",1,"Juniperus","perturbated"
"976","F10-QM1r-2-2621916","OTU1899",0,"Quercus","mixed"
"977","G8-J2r-2-2621901","OTU1899",0,"Juniperus","perturbated"
"978","G10-Q6r-2-2621917","OTU1899",0,"Quercus","native"
"979","H8-J1r-2-2621902","OTU1899",1,"Juniperus","perturbated"
"980","H10-Q5r-2-2621918","OTU1899",0,"Quercus","native"
"981","A3-J6r-2-2621805","OTU1899",0,"Juniperus","perturbated"
"982","B3-JM3r-2-2621806","OTU1899",0,"Juniperus","mixed"
"983","C3-JM4r-2-2621807","OTU1899",0,"Juniperus","mixed"
"984","D3-JM6r-2-2621808","OTU1899",0,"Juniperus","mixed"
"985","A8-JM2r-2-2621845","OTU1930",0,"Juniperus","mixed"
"986","A9-Q4r-2-2621903","OTU1930",0,"Quercus","native"
"987","A10-QM6r-2-2621911","OTU1930",0,"Quercus","mixed"
"988","B8-JM1r-2-2621846","OTU1930",1,"Juniperus","mixed"
"989","B9-Q3r-2-2621904","OTU1930",0,"Quercus","native"
"990","B10-QM5r-2-2621912","OTU1930",0,"Quercus","mixed"
"991","C9-Q2r-2-2621905","OTU1930",0,"Quercus","native"
"992","C10-QM4r-2-2621913","OTU1930",0,"Quercus","mixed"
"993","D8-J5r-2-2621848","OTU1930",0,"Juniperus","perturbated"
"994","D9-Q1r-2-2621906","OTU1930",0,"Quercus","native"
"995","D10-QM3r-2-2621914","OTU1930",0,"Quercus","mixed"
"996","E8-J4r-2-2621849","OTU1930",0,"Juniperus","perturbated"
"997","E9-JM5r-2-2621907","OTU1930",0,"Juniperus","mixed"
"998","E10-QM2r-2-2621915","OTU1930",0,"Quercus","mixed"
"999","F8-J3r-2-2621850","OTU1930",0,"Juniperus","perturbated"
"1000","F10-QM1r-2-2621916","OTU1930",0,"Quercus","mixed"
"1001","G8-J2r-2-2621901","OTU1930",0,"Juniperus","perturbated"
"1002","G10-Q6r-2-2621917","OTU1930",0,"Quercus","native"
"1003","H8-J1r-2-2621902","OTU1930",1,"Juniperus","perturbated"
"1004","H10-Q5r-2-2621918","OTU1930",0,"Quercus","native"
"1005","A3-J6r-2-2621805","OTU1930",0,"Juniperus","perturbated"
"1006","B3-JM3r-2-2621806","OTU1930",0,"Juniperus","mixed"
"1007","C3-JM4r-2-2621807","OTU1930",1,"Juniperus","mixed"
"1008","D3-JM6r-2-2621808","OTU1930",0,"Juniperus","mixed"
"1009","A8-JM2r-2-2621845","OTU1952",0,"Juniperus","mixed"
"1010","A9-Q4r-2-2621903","OTU1952",0,"Quercus","native"
"1011","A10-QM6r-2-2621911","OTU1952",0,"Quercus","mixed"
"1012","B8-JM1r-2-2621846","OTU1952",0,"Juniperus","mixed"
"1013","B9-Q3r-2-2621904","OTU1952",0,"Quercus","native"
"1014","B10-QM5r-2-2621912","OTU1952",0,"Quercus","mixed"
"1015","C9-Q2r-2-2621905","OTU1952",1,"Quercus","native"
"1016","C10-QM4r-2-2621913","OTU1952",0,"Quercus","mixed"
"1017","D8-J5r-2-2621848","OTU1952",1,"Juniperus","perturbated"
"1018","D9-Q1r-2-2621906","OTU1952",0,"Quercus","native"
"1019","D10-QM3r-2-2621914","OTU1952",0,"Quercus","mixed"
"1020","E8-J4r-2-2621849","OTU1952",1,"Juniperus","perturbated"
"1021","E9-JM5r-2-2621907","OTU1952",0,"Juniperus","mixed"
"1022","E10-QM2r-2-2621915","OTU1952",0,"Quercus","mixed"
"1023","F8-J3r-2-2621850","OTU1952",0,"Juniperus","perturbated"
"1024","F10-QM1r-2-2621916","OTU1952",0,"Quercus","mixed"
"1025","G8-J2r-2-2621901","OTU1952",0,"Juniperus","perturbated"
"1026","G10-Q6r-2-2621917","OTU1952",0,"Quercus","native"
"1027","H8-J1r-2-2621902","OTU1952",0,"Juniperus","perturbated"
"1028","H10-Q5r-2-2621918","OTU1952",0,"Quercus","native"
"1029","A3-J6r-2-2621805","OTU1952",0,"Juniperus","perturbated"
"1030","B3-JM3r-2-2621806","OTU1952",0,"Juniperus","mixed"
"1031","C3-JM4r-2-2621807","OTU1952",1,"Juniperus","mixed"
"1032","D3-JM6r-2-2621808","OTU1952",0,"Juniperus","mixed"
"1033","A8-JM2r-2-2621845","OTU1967",0,"Juniperus","mixed"
"1034","A9-Q4r-2-2621903","OTU1967",0,"Quercus","native"
"1035","A10-QM6r-2-2621911","OTU1967",0,"Quercus","mixed"
"1036","B8-JM1r-2-2621846","OTU1967",0,"Juniperus","mixed"
"1037","B9-Q3r-2-2621904","OTU1967",0,"Quercus","native"
"1038","B10-QM5r-2-2621912","OTU1967",0,"Quercus","mixed"
"1039","C9-Q2r-2-2621905","OTU1967",0,"Quercus","native"
"1040","C10-QM4r-2-2621913","OTU1967",0,"Quercus","mixed"
"1041","D8-J5r-2-2621848","OTU1967",0,"Juniperus","perturbated"
"1042","D9-Q1r-2-2621906","OTU1967",0,"Quercus","native"
"1043","D10-QM3r-2-2621914","OTU1967",0,"Quercus","mixed"
"1044","E8-J4r-2-2621849","OTU1967",0,"Juniperus","perturbated"
"1045","E9-JM5r-2-2621907","OTU1967",0,"Juniperus","mixed"
"1046","E10-QM2r-2-2621915","OTU1967",0,"Quercus","mixed"
"1047","F8-J3r-2-2621850","OTU1967",0,"Juniperus","perturbated"
"1048","F10-QM1r-2-2621916","OTU1967",0,"Quercus","mixed"
"1049","G8-J2r-2-2621901","OTU1967",0,"Juniperus","perturbated"
"1050","G10-Q6r-2-2621917","OTU1967",0,"Quercus","native"
"1051","H8-J1r-2-2621902","OTU1967",0,"Juniperus","perturbated"
"1052","H10-Q5r-2-2621918","OTU1967",0,"Quercus","native"
"1053","A3-J6r-2-2621805","OTU1967",1,"Juniperus","perturbated"
"1054","B3-JM3r-2-2621806","OTU1967",0,"Juniperus","mixed"
"1055","C3-JM4r-2-2621807","OTU1967",0,"Juniperus","mixed"
"1056","D3-JM6r-2-2621808","OTU1967",1,"Juniperus","mixed"
"1057","A8-JM2r-2-2621845","OTU2248",0,"Juniperus","mixed"
"1058","A9-Q4r-2-2621903","OTU2248",0,"Quercus","native"
"1059","A10-QM6r-2-2621911","OTU2248",0,"Quercus","mixed"
"1060","B8-JM1r-2-2621846","OTU2248",0,"Juniperus","mixed"
"1061","B9-Q3r-2-2621904","OTU2248",0,"Quercus","native"
"1062","B10-QM5r-2-2621912","OTU2248",0,"Quercus","mixed"
"1063","C9-Q2r-2-2621905","OTU2248",0,"Quercus","native"
"1064","C10-QM4r-2-2621913","OTU2248",0,"Quercus","mixed"
"1065","D8-J5r-2-2621848","OTU2248",0,"Juniperus","perturbated"
"1066","D9-Q1r-2-2621906","OTU2248",0,"Quercus","native"
"1067","D10-QM3r-2-2621914","OTU2248",0,"Quercus","mixed"
"1068","E8-J4r-2-2621849","OTU2248",0,"Juniperus","perturbated"
"1069","E9-JM5r-2-2621907","OTU2248",0,"Juniperus","mixed"
"1070","E10-QM2r-2-2621915","OTU2248",0,"Quercus","mixed"
"1071","F8-J3r-2-2621850","OTU2248",0,"Juniperus","perturbated"
"1072","F10-QM1r-2-2621916","OTU2248",0,"Quercus","mixed"
"1073","G8-J2r-2-2621901","OTU2248",0,"Juniperus","perturbated"
"1074","G10-Q6r-2-2621917","OTU2248",0,"Quercus","native"
"1075","H8-J1r-2-2621902","OTU2248",0,"Juniperus","perturbated"
"1076","H10-Q5r-2-2621918","OTU2248",0,"Quercus","native"
"1077","A3-J6r-2-2621805","OTU2248",0,"Juniperus","perturbated"
"1078","B3-JM3r-2-2621806","OTU2248",1,"Juniperus","mixed"
"1079","C3-JM4r-2-2621807","OTU2248",0,"Juniperus","mixed"
"1080","D3-JM6r-2-2621808","OTU2248",0,"Juniperus","mixed"
"1081","A8-JM2r-2-2621845","OTU2254",0,"Juniperus","mixed"
"1082","A9-Q4r-2-2621903","OTU2254",0,"Quercus","native"
"1083","A10-QM6r-2-2621911","OTU2254",0,"Quercus","mixed"
"1084","B8-JM1r-2-2621846","OTU2254",0,"Juniperus","mixed"
"1085","B9-Q3r-2-2621904","OTU2254",0,"Quercus","native"
"1086","B10-QM5r-2-2621912","OTU2254",0,"Quercus","mixed"
"1087","C9-Q2r-2-2621905","OTU2254",0,"Quercus","native"
"1088","C10-QM4r-2-2621913","OTU2254",0,"Quercus","mixed"
"1089","D8-J5r-2-2621848","OTU2254",0,"Juniperus","perturbated"
"1090","D9-Q1r-2-2621906","OTU2254",0,"Quercus","native"
"1091","D10-QM3r-2-2621914","OTU2254",0,"Quercus","mixed"
"1092","E8-J4r-2-2621849","OTU2254",0,"Juniperus","perturbated"
"1093","E9-JM5r-2-2621907","OTU2254",1,"Juniperus","mixed"
"1094","E10-QM2r-2-2621915","OTU2254",0,"Quercus","mixed"
"1095","F8-J3r-2-2621850","OTU2254",1,"Juniperus","perturbated"
"1096","F10-QM1r-2-2621916","OTU2254",0,"Quercus","mixed"
"1097","G8-J2r-2-2621901","OTU2254",0,"Juniperus","perturbated"
"1098","G10-Q6r-2-2621917","OTU2254",0,"Quercus","native"
"1099","H8-J1r-2-2621902","OTU2254",1,"Juniperus","perturbated"
"1100","H10-Q5r-2-2621918","OTU2254",1,"Quercus","native"
"1101","A3-J6r-2-2621805","OTU2254",0,"Juniperus","perturbated"
"1102","B3-JM3r-2-2621806","OTU2254",0,"Juniperus","mixed"
"1103","C3-JM4r-2-2621807","OTU2254",0,"Juniperus","mixed"
"1104","D3-JM6r-2-2621808","OTU2254",0,"Juniperus","mixed"
"1105","A8-JM2r-2-2621845","OTU2259",0,"Juniperus","mixed"
"1106","A9-Q4r-2-2621903","OTU2259",0,"Quercus","native"
"1107","A10-QM6r-2-2621911","OTU2259",0,"Quercus","mixed"
"1108","B8-JM1r-2-2621846","OTU2259",1,"Juniperus","mixed"
"1109","B9-Q3r-2-2621904","OTU2259",0,"Quercus","native"
"1110","B10-QM5r-2-2621912","OTU2259",0,"Quercus","mixed"
"1111","C9-Q2r-2-2621905","OTU2259",0,"Quercus","native"
"1112","C10-QM4r-2-2621913","OTU2259",0,"Quercus","mixed"
"1113","D8-J5r-2-2621848","OTU2259",0,"Juniperus","perturbated"
"1114","D9-Q1r-2-2621906","OTU2259",0,"Quercus","native"
"1115","D10-QM3r-2-2621914","OTU2259",0,"Quercus","mixed"
"1116","E8-J4r-2-2621849","OTU2259",0,"Juniperus","perturbated"
"1117","E9-JM5r-2-2621907","OTU2259",0,"Juniperus","mixed"
"1118","E10-QM2r-2-2621915","OTU2259",0,"Quercus","mixed"
"1119","F8-J3r-2-2621850","OTU2259",0,"Juniperus","perturbated"
"1120","F10-QM1r-2-2621916","OTU2259",0,"Quercus","mixed"
"1121","G8-J2r-2-2621901","OTU2259",1,"Juniperus","perturbated"
"1122","G10-Q6r-2-2621917","OTU2259",0,"Quercus","native"
"1123","H8-J1r-2-2621902","OTU2259",0,"Juniperus","perturbated"
"1124","H10-Q5r-2-2621918","OTU2259",0,"Quercus","native"
"1125","A3-J6r-2-2621805","OTU2259",0,"Juniperus","perturbated"
"1126","B3-JM3r-2-2621806","OTU2259",0,"Juniperus","mixed"
"1127","C3-JM4r-2-2621807","OTU2259",0,"Juniperus","mixed"
"1128","D3-JM6r-2-2621808","OTU2259",0,"Juniperus","mixed"
"1129","A8-JM2r-2-2621845","OTU2269",0,"Juniperus","mixed"
"1130","A9-Q4r-2-2621903","OTU2269",0,"Quercus","native"
"1131","A10-QM6r-2-2621911","OTU2269",0,"Quercus","mixed"
"1132","B8-JM1r-2-2621846","OTU2269",0,"Juniperus","mixed"
"1133","B9-Q3r-2-2621904","OTU2269",0,"Quercus","native"
"1134","B10-QM5r-2-2621912","OTU2269",0,"Quercus","mixed"
"1135","C9-Q2r-2-2621905","OTU2269",0,"Quercus","native"
"1136","C10-QM4r-2-2621913","OTU2269",0,"Quercus","mixed"
"1137","D8-J5r-2-2621848","OTU2269",1,"Juniperus","perturbated"
"1138","D9-Q1r-2-2621906","OTU2269",0,"Quercus","native"
"1139","D10-QM3r-2-2621914","OTU2269",0,"Quercus","mixed"
"1140","E8-J4r-2-2621849","OTU2269",0,"Juniperus","perturbated"
"1141","E9-JM5r-2-2621907","OTU2269",0,"Juniperus","mixed"
"1142","E10-QM2r-2-2621915","OTU2269",0,"Quercus","mixed"
"1143","F8-J3r-2-2621850","OTU2269",0,"Juniperus","perturbated"
"1144","F10-QM1r-2-2621916","OTU2269",0,"Quercus","mixed"
"1145","G8-J2r-2-2621901","OTU2269",0,"Juniperus","perturbated"
"1146","G10-Q6r-2-2621917","OTU2269",0,"Quercus","native"
"1147","H8-J1r-2-2621902","OTU2269",0,"Juniperus","perturbated"
"1148","H10-Q5r-2-2621918","OTU2269",0,"Quercus","native"
"1149","A3-J6r-2-2621805","OTU2269",0,"Juniperus","perturbated"
"1150","B3-JM3r-2-2621806","OTU2269",0,"Juniperus","mixed"
"1151","C3-JM4r-2-2621807","OTU2269",0,"Juniperus","mixed"
"1152","D3-JM6r-2-2621808","OTU2269",0,"Juniperus","mixed"
"1153","A8-JM2r-2-2621845","OTU2328",0,"Juniperus","mixed"
"1154","A9-Q4r-2-2621903","OTU2328",0,"Quercus","native"
"1155","A10-QM6r-2-2621911","OTU2328",0,"Quercus","mixed"
"1156","B8-JM1r-2-2621846","OTU2328",0,"Juniperus","mixed"
"1157","B9-Q3r-2-2621904","OTU2328",0,"Quercus","native"
"1158","B10-QM5r-2-2621912","OTU2328",0,"Quercus","mixed"
"1159","C9-Q2r-2-2621905","OTU2328",0,"Quercus","native"
"1160","C10-QM4r-2-2621913","OTU2328",0,"Quercus","mixed"
"1161","D8-J5r-2-2621848","OTU2328",1,"Juniperus","perturbated"
"1162","D9-Q1r-2-2621906","OTU2328",0,"Quercus","native"
"1163","D10-QM3r-2-2621914","OTU2328",0,"Quercus","mixed"
"1164","E8-J4r-2-2621849","OTU2328",0,"Juniperus","perturbated"
